	country	year_1960	year_1961	year_1962	year_1963	year_1964	year_1965	year_1966	year_1967	year_1968	year_1969	year_1970	year_1971	year_1972	year_1973	year_1974	year_1975	year_1976	year_1977	year_1978	year_1979	year_1980	year_1981	year_1982	year_1983	year_1984	year_1985	year_1986	year_1987	year_1988	year_1989	year_1990	year_1991	year_1992	year_1993	year_1994	year_1995	year_1996	year_1997	year_1998	year_1999	year_2000	year_2001	year_2002	year_2003	year_2004	year_2005	year_2006	year_2007	year_2008	year_2009	year_2010	year_2011	year_2012	year_2013	year_2014	year_2015	year_2016	year_2017	year_2018	year_2019	year_2020
84	Haiti	3866162.0	3941956.0	4019171.0	4097755.0	4177631.0	4258734.0	4341325.0	4425318.0	4509811.0	4593666.0	4676237.0	4757175.0	4837334.0	4918625.0	5003708.0	5094570.0	5191637.0	5294625.0	5404020.0	5520187.0	5643175.0	5773367.0	5910223.0	6051617.0	6194686.0	6337275.0	6478537.0	6618742.0	6758222.0	6897755.0	7037915	7178611	7319491.0	7460684.0	7602318.0	7744509	7887312	8030721	8174680	8319070	8463802	8608810	8754148	8900108	9047082	9195289	9344784	9495336	9646570	9798046	9949318	10100320	10250922.0	10400672.0	10549007.0	10695540.0	10839976.0	10982367.0	11123183.0	11263079.0	11402533.0
85	Honduras	2038636.0	2096407.0	2155648.0	2216712.0	2280044.0	2346005.0	2414805.0	2486418.0	2560723.0	2637515.0	2716652.0	2798125.0	2882102.0	2968978.0	3059245.0	3153252.0	3251145.0	3352825.0	3458102.0	3566661.0	3678274.0	3792922.0	3910642.0	4031333.0	4154864.0	4281167.0	4410270.0	4542218.0	4677023.0	4814696.0	4955302	5098594	5244677.0	5394416.0	5548969.0	5709010	5874814	6045704	6220405	6397140	6574510	6751912	6929267	7106323	7282953	7458982	7634295	7808520	7980955	8150780	8317467	8480670	8640692.0	8798524.0	8955579.0	9112904.0	9270794.0	9429016.0	9587523.0	9746115.0	9904608.0
86	Hong Kong SAR, China	3075605.0	3168100.0	3305200.0	3420900.0	3504600.0	3597900.0	3629900.0	3722800.0	3802700.0	3863900.0	3959000.0	4045300.0	4123600.0	4241600.0	4377800.0	4461600.0	4518000.0	4583700.0	4667500.0	4929700.0	5063100.0	5183400.0	5264500.0	5345100.0	5397900.0	5456200.0	5524600.0	5580500.0	5627600.0	5686200.0	5704500	5752000	5800500.0	5901000.0	6035400.0	6156100	6435500	6489300	6543700	6606500	6665000	6714300	6744100	6730800	6783500	6813200	6857100	6916300	6957800	6972800	7024200	7071600	7150100.0	7178900.0	7229500.0	7291300.0	7336600.0	7391700.0	7451000.0	7507400.0	7481800.0
87	Hungary	9983967.0	10029321.0	10061734.0	10087947.0	10119835.0	10147935.0	10178653.0	10216604.0	10255815.0	10298723.0	10337910.0	10367537.0	10398489.0	10432055.0	10478720.0	10540525.0	10598677.0	10648031.0	10684822.0	10704152.0	10711122.0	10711848.0	10705535.0	10689463.0	10668095.0	10648713.0	10630564.0	10612741.0	10596487.0	10481719.0	10373988	10373400	10369341.0	10357523.0	10343355.0	10328965	10311238	10290486	10266570	10237530	10210971	10187576	10158608	10129552	10107146	10087065	10071370	10055780	10038188	10022650	10000023	9971727	9920362.0	9893082.0	9866468.0	9843028.0	9814023.0	9787966.0	9775564.0	9771141.0	9749763.0
88	Iceland	175574.0	179029.0	182378.0	185653.0	188983.0	192286.0	195570.0	198751.0	201488.0	203369.0	204438.0	206098.0	209137.0	212317.0	215209.0	217979.0	220154.0	221799.0	223537.0	225735.0	228138.0	230755.0	233860.0	236977.0	239511.0	241405.0	243180.0	245859.0	249740.0	252852.0	254826	257797	261057.0	263725.0	266021.0	267468	268916	271128	274047	277381	281205	284968	287523	289521	292074	296734	303782	311566	317414	318499	318041	319014	320716.0	323764.0	327386.0	330815.0	335439.0	343400.0	352721.0	360563.0	366425.0
89	India	450547675.0	459642166.0	469077191.0	478825602.0	488848139.0	499123328.0	509631509.0	520400577.0	531513834.0	543084333.0	555189797.0	567868021.0	581087255.0	594770136.0	608802595.0	623102900.0	637630085.0	652408766.0	667499815.0	682995348.0	698952837.0	715384997.0	732239498.0	749428958.0	766833411.0	784360012.0	801975250.0	819682095.0	837468938.0	855334675.0	873277799	891273202	909307018.0	927403866.0	945601828.0	963922586	982365248	1000900028	1019483586	1038058154	1056575548	1075000094	1093317187	1111523146	1129623466	1147609924	1165486291	1183209471	1200669762	1217726217	1234281163	1250287939	1265780243.0	1280842119.0	1295600768.0	1310152392.0	1324517250.0	1338676779.0	1352642283.0	1366417756.0	1380004385.0
90	Indonesia	87751066.0	90098396.0	92518373.0	95015295.0	97596728.0	100267070.0	103025423.0	105865576.0	108779926.0	111758566.0	114793179.0	117880146.0	121017316.0	124199693.0	127422198.0	130680730.0	133966940.0	137278057.0	140621731.0	144009844.0	147447834.0	150938222.0	154468235.0	158009248.0	161523353.0	164982452.0	168374287.0	171702756.0	174975953.0	178209147.0	181413398	184591897	187739786.0	190851184.0	193917458.0	196934257	199901231	202826444	205724597	208615171	211513822	214427419	217357790	220309473	223285666	226289468	229318262	232374239	235469755	238620554	241834226	245115988	248451714.0	251805314.0	255128076.0	258383257.0	261556386.0	264650969.0	267670549.0	270625567.0	273523621.0
91	Iran, Islamic Rep.	21906909.0	22480371.0	23071309.0	23680246.0	24307855.0	24954865.0	25624380.0	26317776.0	27032576.0	27764928.0	28513872.0	29281583.0	30075295.0	30905721.0	31786481.0	32729772.0	33733975.0	34803041.0	35960811.0	37237145.0	38650244.0	40199911.0	41869231.0	43636838.0	45472792.0	47347197.0	49260263.0	51193782.0	53077312.0	54822005.0	56366212	57679025	58780376.0	59723761.0	60590608.0	61442658	62294919	63136309	63971836	64800875	65623397	66449111	67284801	68122947	68951279	69762345	70554756	71336476	72120608	72924833	73762519	74634959	75539881.0	76481963.0	77465769.0	78492208.0	79563991.0	80673888.0	81800204.0	82913893.0	83992953.0
92	Iraq	7289753.0	7475349.0	7674217.0	7888910.0	8122199.0	8375795.0	8651162.0	8947397.0	9260687.0	9585585.0	9917978.0	10255853.0	10599661.0	10950888.0	11312062.0	11684579.0	12068675.0	12462059.0	12860678.0	13259107.0	13653348.0	14044115.0	14432466.0	14815653.0	15190396.0	15555807.0	15909764.0	16257072.0	16612319.0	16994942.0	17419113	17889457	18402740.0	18955087.0	19539348.0	20149342	20783073	21439579	22114330	22802061	23497589	24208178	24931922	25644503	26313838	26922279	27448124	27911242	28385739	28973157	29741977	30725305	31890012.0	33157061.0	34411949.0	35572269.0	36610632.0	37552789.0	38433604.0	39309789.0	40222503.0
93	Ireland	2828600.0	2824400.0	2836050.0	2852650.0	2866550.0	2877300.0	2888800.0	2902450.0	2915550.0	2932650.0	2957250.0	2992050.0	3036850.0	3085950.0	3137500.0	3189550.0	3238050.0	3282200.0	3329100.0	3373750.0	3412800.0	3453000.0	3485800.0	3510600.0	3532423.0	3538082.0	3539690.0	3540057.0	3524949.0	3511009.0	3513974	3534235	3558430.0	3576261.0	3590386.0	3608841	3637510	3674171	3712696	3754786	3805174	3866243	3931947	3996521	4070262	4159914	4273591	4398942	4489544	4535375	4560155	4580084	4599533.0	4623816.0	4657740.0	4701957.0	4755335.0	4807388.0	4867316.0	4934340.0	4994724.0
94	Isle of Man	48444.0	48286.0	48421.0	48800.0	49396.0	50145.0	51051.0	52117.0	53252.0	54378.0	55431.0	56352.0	57166.0	57919.0	58673.0	59482.0	60374.0	61335.0	62260.0	63026.0	63546.0	63778.0	63765.0	63697.0	63812.0	64277.0	65200.0	66476.0	67927.0	69263.0	70292	70928	71262.0	71431.0	71662.0	72133	72884	73851	74936	75996	76942	77707	78318	78878	79515	80293	81283	82406	83515	84379	84856	84889	84534.0	83985.0	83488.0	83232.0	83296.0	83610.0	84073.0	84589.0	85032.0
95	Israel	2114020.0	2185000.0	2293000.0	2379000.0	2475000.0	2563000.0	2629000.0	2745000.0	2803000.0	2877000.0	2974000.0	3069000.0	3148000.0	3278000.0	3377000.0	3455000.0	3533000.0	3613000.0	3690000.0	3786000.0	3878000.0	3956000.0	4031000.0	4105000.0	4159000.0	4233000.0	4299000.0	4369000.0	4442000.0	4518000.0	4660000	4949000	5123000.0	5261000.0	5399000.0	5545000	5692000	5836000	5971000	6125000	6289000	6439000	6570000	6689700	6809000	6930100	7053700	7180100	7308800	7485600	7623600	7765800	7910500.0	8059500.0	8215700.0	8380100.0	8546000.0	8713300.0	8882800.0	9054000.0	9216900.0
96	Italy	50199700.0	50536350.0	50879450.0	51252000.0	51675350.0	52112350.0	52519000.0	52900500.0	53235750.0	53537950.0	53821850.0	54073490.0	54381345.0	54751406.0	55110868.0	55441001.0	55718260.0	55955411.0	56155143.0	56317749.0	56433883.0	56501675.0	56543548.0	56564074.0	56576718.0	56593071.0	56596155.0	56601931.0	56629288.0	56671781.0	56719240	56758521	56797087.0	56831821.0	56843400.0	56844303	56860281	56890372	56906744	56916317	56942108	56974100	57059007	57313203	57685327	57969484	58143979	58438310	58826731	59095365	59277417	59379449	59539717.0	60233948.0	60789140.0	60730582.0	60627498.0	60536709.0	60421760.0	59729081.0	59554023.0
97	Jamaica	1628524.0	1651067.0	1676500.0	1703660.0	1730739.0	1756508.0	1780522.0	1803324.0	1825873.0	1849658.0	1875637.0	1904281.0	1935089.0	1966978.0	1998313.0	2028019.0	2055371.0	2080824.0	2105903.0	2132784.0	2162839.0	2196921.0	2234062.0	2271735.0	2306367.0	2335510.0	2358165.0	2375400.0	2389415.0	2403464.0	2419901	2439329	2461047.0	2484583.0	2509042.0	2533705	2558631	2583914	2608874	2632677	2654698	2674706	2692843	2709438	2725017	2740000	2754414	2768229	2781869	2795839	2810464	2825932	2842128.0	2858710.0	2875137.0	2891024.0	2906242.0	2920848.0	2934853.0	2948277.0	2961161.0
98	Japan	93216000.0	94055000.0	94933000.0	95900000.0	96903000.0	97952000.0	98851000.0	99879000.0	101011000.0	102219000.0	103403000.0	105697000.0	107188000.0	108707000.0	110162000.0	111573000.0	112775000.0	113872000.0	114913000.0	115890000.0	116807000.0	117661000.0	118480000.0	119307000.0	120083000.0	120837000.0	121482000.0	122069000.0	122578000.0	123069000.0	123478000	123964000	124425000.0	124829000.0	125178000.0	125472000	125757000	126057000	126400000	126631000	126843000	127149000	127445000	127718000	127761000	127773000	127854000	128001000	128063000	128047000	128070000	127833000	127629000.0	127445000.0	127276000.0	127141000.0	126994511.0	126785797.0	126529100.0	126264931.0	125836021.0
99	Jordan	933102.0	973983.0	1010647.0	1050212.0	1102404.0	1173603.0	1267063.0	1378995.0	1500168.0	1617427.0	1721315.0	1809193.0	1883923.0	1948443.0	2007735.0	2065916.0	2123180.0	2179361.0	2237936.0	2303116.0	2377997.0	2464870.0	2563525.0	2671413.0	2784457.0	2900055.0	3015294.0	3131800.0	3256552.0	3399333.0	3565888	3760493	3977667.0	4201559.0	4410357.0	4588842	4732848	4848536	4943975	5031754	5122495	5217328	5317514	5434036	5580241	5765639	5991547	6255290	6556473	6893258	7261541	7662858	8089963.0	8518992.0	8918822.0	9266573.0	9554286.0	9785840.0	9965322.0	10101697.0	10203140.0
100	Kazakhstan	9934564.0	10349422.0	10756931.0	11147860.0	11511856.0	11841926.0	12132560.0	12385706.0	12611432.0	12824614.0	13036140.0	13250211.0	13463985.0	13673014.0	13869975.0	14050227.0	14212145.0	14359629.0	14499957.0	14643133.0	14796175.0	14958897.0	15128090.0	15303316.0	15483411.0	15665594.0	15852524.0	16039253.0	16205998.0	16249500.0	16348000	16451711	16439095.0	16380672.0	16145766.0	15816243	15578227	15334405	15071640	14928374	14883626	14858335	14858948	14909019	15012984	15147029	15308085	15484192	15776938	16092822	16321872	16557202	16792090.0	17035551.0	17288285.0	17542806.0	17794055.0	18037776.0	18276452.0	18513673.0	18754440.0
101	Kenya	8120082.0	8377693.0	8647002.0	8928510.0	9222692.0	9530163.0	9851453.0	10187487.0	10539909.0	10910677.0	11301394.0	11713046.0	12146070.0	12600799.0	13077341.0	13575898.0	14096258.0	14638887.0	15205381.0	15797771.0	16417203.0	17063870.0	17736326.0	18431760.0	19146403.0	19877078.0	20622560.0	21382111.0	22153685.0	22935088.0	23724574	24521714	25326080.0	26136217.0	26950508.0	27768297	28589456	29415660	30250488	31098763	31964557	32848569	33751746	34678781	35635267	36624897	37649039	38705934	39791984	40901798	42030684	43178270	44343469.0	45519986.0	46700063.0	47878339.0	49051531.0	50221146.0	51392570.0	52573967.0	53771300.0
102	Kiribati	41196.0	42234.0	43283.0	44342.0	45392.0	46429.0	47429.0	48403.0	49354.0	50267.0	51142.0	51979.0	52775.0	53558.0	54334.0	55114.0	55922.0	56759.0	57613.0	58469.0	59296.0	60101.0	60887.0	61736.0	62745.0	63989.0	65504.0	67244.0	69087.0	70849.0	72394	73692	74767.0	75711.0	76668.0	77716	78904	80188	81558	82969	84405	85844	87308	88840	90498	92319	94341	96531	98760	100928	102930	104735	106359.0	107887.0	109387.0	110927.0	112529.0	114153.0	115842.0	117608.0	119446.0
103	Korea, Dem. People's Rep.	11424189.0	11665592.0	11871726.0	12065468.0	12282417.0	12547524.0	12864947.0	13222703.0	13609976.0	14010339.0	14410391.0	14809518.0	15207765.0	15593353.0	15952077.0	16274737.0	16554744.0	16796568.0	17015984.0	17235668.0	17472144.0	17731229.0	18008568.0	18298212.0	18590142.0	18877226.0	19156791.0	19431992.0	19708316.0	19993757.0	20293057	20609151	20937407.0	21265832.0	21577979.0	21862300	22113428	22335263	22536754	22731470	22929078	23132982	23339453	23542434	23732740	23904167	24054866	24188330	24310143	24428340	24548840	24673392	24800638.0	24929500.0	25057793.0	25183832.0	25307665.0	25429816.0	25549606.0	25666158.0	25778815.0
104	Korea, Rep.	25012374.0	25765673.0	26513030.0	27261747.0	27984155.0	28704674.0	29435571.0	30130983.0	30838302.0	31544266.0	32240827.0	32882704.0	33505406.0	34103149.0	34692266.0	35280725.0	35848523.0	36411795.0	36969185.0	37534236.0	38123775.0	38723248.0	39326352.0	39910403.0	40405956.0	40805744.0	41213674.0	41621690.0	42031247.0	42449038.0	42869283	43295704	43747962.0	44194628.0	44641540.0	45092991	45524681	45953580	46286503	46616677	47008111	47370164	47644736	47892330	48082519	48184561	48438292	48683638	49054708	49307835	49554112	49936638	50199853.0	50428893.0	50746659.0	51014947.0	51217803.0	51361911.0	51606633.0	51709098.0	51780579.0
105	Kosovo	947000.0	966000.0	994000.0	1022000.0	1050000.0	1078000.0	1106000.0	1135000.0	1163000.0	1191000.0	1219000.0	1247000.0	1278000.0	1308000.0	1339000.0	1369000.0	1400000.0	1430000.0	1460000.0	1491000.0	1521000.0	1552000.0	1582000.0	1614000.0	1647000.0	1682000.0	1717000.0	1753000.0	1791000.0	1827000.0	1862000	1898000	1932000.0	1965000.0	1997000.0	2029000	2059000	2086000	1966000	1762000	1700000	1701154	1702310	1703466	1704622	1705780	1719536	1733404	1747383	1761474	1775680	1791000	1807106.0	1818117.0	1812771.0	1788196.0	1777557.0	1791003.0	1797085.0	1788878.0	1775378.0
106	Kuwait	269026.0	300581.0	337346.0	378756.0	423900.0	472032.0	523169.0	577164.0	632911.0	688972.0	744444.0	798639.0	851918.0	905639.0	961773.0	1021725.0	1085866.0	1153573.0	1224063.0	1296077.0	1368680.0	1439334.0	1507636.0	1576975.0	1652150.0	1735278.0	1832302.0	1938916.0	2034850.0	2092786.0	2095350	2031297				1605907	1626858	1710257	1831121	1951642	2045123	2103273	2136991	2161626	2200498	2270196	2373661	2504026	2656010	2821041	2991884	3168054	3348852.0	3526382.0	3690939.0	3835588.0	3956862.0	4056102.0	4137314.0	4207077.0	4270563.0
107	Kyrgyz Republic	2172300.0	2255900.0	2333400.0	2413700.0	2495300.0	2573300.0	2655300.0	2736500.0	2818300.0	2894800.0	2959900.0	3022300.0	3088200.0	3153800.0	3223900.0	3292400.0	3358700.0	3423900.0	3487100.0	3552000.0	3617400.0	3685800.0	3759300.0	3838300.0	3916400.0	3990300.0	4066500.0	4144600.0	4218400.0	4307500.0	4391200	4463600	4515400.0	4516700.0	4515100.0	4560400	4628400	4696400	4769000	4840400	4898400	4945100	4990700	5043300	5104700	5162600	5218400	5268400	5318700	5383300	5447900	5514600	5607200.0	5719600.0	5835500.0	5956900.0	6079500.0	6198200.0	6322800.0	6456200.0	6591600.0
108	Lao PDR	2120892.0	2170340.0	2221123.0	2273352.0	2327137.0	2382586.0	2439197.0	2496927.0	2556845.0	2620448.0	2688429.0	2762264.0	2840842.0	2919288.0	2990963.0	3051583.0	3098962.0	3135839.0	3168838.0	3207331.0	3258149.0	3323353.0	3401193.0	3489910.0	3586315.0	3687889.0	3794204.0	3905530.0	4020817.0	4138845.0	4258471	4379234	4500346.0	4619946.0	4735837.0	4846477	4951189	5050308	5144601	5235339	5323701	5409584	5493247	5576640	5662199	5751675	5846075	5944950	6046630	6148621	6249168	6347564	6444527.0	6541302.0	6639763.0	6741160.0	6845848.0	6953031.0	7061498.0	7169456.0	7275556.0
109	Latvia	2120979.0	2152681.0	2181586.0	2210919.0	2240623.0	2265919.0	2283217.0	2301220.0	2323619.0	2343173.0	2359164.0	2376389.0	2395674.0	2415819.0	2437186.0	2456130.0	2470989.0	2485073.0	2497921.0	2505953.0	2511701.0	2519421.0	2531080.0	2546011.0	2562047.0	2578873.0	2599892.0	2626583.0	2653434.0	2666955.0	2663151	2650581	2614338.0	2563290.0	2520742.0	2485056	2457222	2432851	2410019	2390482	2367550	2337170	2310173	2287955	2263122	2238799	2218357	2200325	2177322	2141669	2097555	2059709	2034319.0	2012647.0	1993782.0	1977527.0	1959537.0	1942248.0	1927174.0	1913822.0	1901548.0
110	Lebanon	1804935.0	1864613.0	1925295.0	1984999.0	2041231.0	2092374.0	2136617.0	2174732.0	2210769.0	2250454.0	2297436.0	2354046.0	2417837.0	2481943.0	2536772.0	2575746.0	2596409.0	2601734.0	2597202.0	2590911.0	2588928.0	2594299.0	2606148.0	2622072.0	2638056.0	2651992.0	2660873.0	2667957.0	2684682.0	2726438.0	2803032	2921700	3076133.0	3246129.0	3403359.0	3528379	3610663	3658425	3693514	3747762	3842774	3990999	4182205	4388378	4569377	4698761	4759760	4767347	4764745	4813026	4953064	5202022	5537620.0	5913016.0	6261046.0	6532681.0	6714281.0	6819373.0	6859408.0	6855709.0	6825442.0
111	Lesotho	837264.0	852892.0	869132.0	886061.0	903757.0	922307.0	941798.0	962279.0	983683.0	1005911.0	1028930.0	1052619.0	1077102.0	1102885.0	1130634.0	1160795.0	1193517.0	1228527.0	1265211.0	1302670.0	1340258.0	1377808.0	1415362.0	1452727.0	1489685.0	1526132.0	1561687.0	1596395.0	1630993.0	1666564.0	1703757	1742534	1782284.0	1822237.0	1861323.0	1898598	1934294	1968054	1997524	2019732	2032805	2035738	2029832	2018355	2005953	1996115	1989933	1986926	1987130	1990135	1995575	2003793	2014988.0	2028528.0	2043448.0	2059011.0	2075041.0	2091532.0	2108327.0	2125267.0	2142252.0
112	Liberia	1118655.0	1142304.0	1166651.0	1191796.0	1217905.0	1245104.0	1273458.0	1303032.0	1333980.0	1366500.0	1400730.0	1436740.0	1474567.0	1514364.0	1556288.0	1600454.0	1645833.0	1692155.0	1740919.0	1794251.0	1852991.0	1918832.0	1989477.0	2057232.0	2111667.0	2145756.0	2158434.0	2153312.0	2134105.0	2106429.0	2075917	2040141	2001612.0	1976701.0	1986491.0	2044657	2160480	2326210	2517472	2699708	2848447	2953928	3024727	3077055	3135654	3218114	3329211	3461911	3607863	3754129	3891357	4017446	4135662.0	4248337.0	4359508.0	4472229.0	4586788.0	4702224.0	4818976.0	4937374.0	5057677.0
113	Libya	1448416.0	1498076.0	1550815.0	1607168.0	1667822.0	1733307.0	1803689.0	1878869.0	1958909.0	2043820.0	2133527.0	2228142.0	2327487.0	2430754.0	2536895.0	2645136.0	2754698.0	2865639.0	2979102.0	3096724.0	3219462.0	3347779.0	3480443.0	3614682.0	3746712.0	3873781.0	3994601.0	4109717.0	4220451.0	4328935.0	4436663	4544245	4650896.0	4755134.0	4854871.0	4948796	5036173	5118008	5196774	5275921	5357893	5443249	5531097	5620545	5710163	5798615	5886874	5974786	6058740	6133987	6197667	6247438	6285751.0	6320350.0	6362039.0	6418315.0	6492160.0	6580723.0	6678565.0	6777453.0	6871287.0
114	Liechtenstein	16501.0	16894.0	17300.0	17724.0	18170.0	18642.0	19160.0	19688.0	20237.0	20766.0	21268.0	21729.0	22161.0	22560.0	22985.0	23436.0	23933.0	24451.0	24968.0	25463.0	25881.0	26229.0	26533.0	26790.0	27028.0	27286.0	27552.0	27835.0	28135.0	28449.0	28790	29166	29552.0	29987.0	30415.0	30884	31354	31830	32306	32765	33184	33543	33885	34172	34444	34718	34975	35217	35469	35723	35996	36299	36615.0	36940.0	37219.0	37465.0	37655.0	37805.0	37918.0	38020.0	38137.0
115	Lithuania	2778550.0	2823550.0	2863350.0	2898950.0	2935200.0	2971450.0	3008050.0	3044400.0	3078850.0	3107321.0	3139689.0	3179041.0	3213622.0	3244438.0	3273894.0	3301652.0	3328664.0	3355036.0	3379514.0	3397842.0	3413202.0	3432947.0	3457179.0	3485192.0	3514205.0	3544543.0	3578914.0	3616367.0	3655049.0	3684255.0	3697838	3704134	3700114.0	3682613.0	3657144.0	3629102	3601613	3575137	3549331	3524238	3499536	3470818	3443067	3415213	3377075	3322528	3269909	3231294	3198231	3162916	3097282	3028115	2987773.0	2957689.0	2932367.0	2904910.0	2868231.0	2828403.0	2801543.0	2794137.0	2794700.0
116	Luxembourg	313970.0	316845.0	320750.0	324100.0	327750.0	331500.0	333895.0	334995.0	335850.0	337500.0	339171.0	342421.0	346600.0	350450.0	355050.0	358950.0	360731.0	361358.0	362007.0	362856.0	364150.0	365225.0	365525.0	365622.0	365998.0	366706.0	368355.0	370750.0	373450.0	377100.0	381850	387000	392175.0	397475.0	402925.0	408625	414225	419450	424700	430475	436300	441525	446175	451630	458095	465158	472637	479993	488650	497783	506953	518347	530946.0	543360.0	556319.0	569604.0	582014.0	596336.0	607950.0	620001.0	632275.0
117	Macao SAR, China	167795.0	170466.0	176188.0	184245.0	193556.0	203224.0	213189.0	223416.0	233002.0	240837.0	246193.0	248745.0	248770.0	246945.0	244289.0	241631.0	239074.0	236669.0	235175.0	235440.0	238085.0	243373.0	251154.0	260921.0	271914.0	283490.0	295597.0	308181.0	320774.0	332783.0	343816	353623	362308.0	370195.0	377805.0	385517	393376	401353	409620	418388	427772	437928	448813	460157	471600	482863	493804	504504	515232	526401	538215	550833	564037.0	577368.0	590210.0	602093.0	612824.0	622578.0	631633.0	640446.0	649342.0
118	Madagascar	5099368.0	5223561.0	5352497.0	5486319.0	5625164.0	5769215.0	5918592.0	6073529.0	6234468.0	6401920.0	6576305.0	6757853.0	6946619.0	7142634.0	7345773.0	7556032.0	7773452.0	7998157.0	8230214.0	8469677.0	8716549.0	8971339.0	9234137.0	9504283.0	9780869.0	10063493.0	10352117.0	10647753.0	10952396.0	11268653.0	11598647	11942809	12301338.0	12675469.0	13066544.0	13475403	13902697	14347860	14808791	15282524	15766806	16260933	16765122	17279139	17802992	18336722	18880265	19433520	19996476	20569115	21151640	21743970	22346641.0	22961259.0	23589897.0	24234080.0	24894370.0	25570511.0	26262313.0	26969306.0	27691019.0
119	Malawi	3659980.0	3747758.0	3839047.0	3933914.0	4032364.0	4134464.0	4240430.0	4350456.0	4464427.0	4582197.0	4703783.0	4829092.0	4958556.0	5093368.0	5235074.0	5384798.0	5545653.0	5717954.0	5896864.0	6075485.0	6250434.0	6412380.0	6565985.0	6737924.0	6964613.0	7268271.0	7666390.0	8141140.0	8636686.0	9075568.0	9404499	9600361	9685974.0	9710335.0	9745695.0	9844418	10022783	10264906	10552345	10854325	11148751	11432001	11713663	12000183	12301837	12625950	12973693	13341808	13727899	14128161	14539609	14962118	15396010.0	15839287.0	16289550.0	16745305.0	17205253.0	17670193.0	18143215.0	18628749.0	19129955.0
120	Malaysia	8156342.0	8417821.0	8692337.0	8973791.0	9253827.0	9526558.0	9790083.0	10046321.0	10297983.0	10549395.0	10804131.0	11062434.0	11324277.0	11592638.0	11871102.0	12162189.0	12468688.0	12790313.0	13122833.0	13460035.0	13798094.0	14134060.0	14471215.0	14819430.0	15192300.0	15598924.0	16043736.0	16522004.0	17022470.0	17528961.0	18029824	18519941	19002660.0	19484901.0	19977508.0	20487604	21017619	21562790	22114647	22661293	23194252	23709115	24208391	24698821	25190647	25690615	26201954	26720367	27236003	27735038	28208028	28650962	29068189.0	29468923.0	29866606.0	30270965.0	30684652.0	31104655.0	31528033.0	31949789.0	32365998.0
121	Maldives	89873.0	92328.0	94902.0	97540.0	100177.0	102710.0	105129.0	107481.0	109893.0	112582.0	115688.0	119303.0	123347.0	127700.0	132102.0	136418.0	140563.0	144625.0	148774.0	153276.0	158271.0	163821.0	169849.0	176255.0	182848.0	189540.0	196262.0	203024.0	209787.0	216502.0	223159	229743	236271.0	242596.0	248582.0	254144	259178	263836	268445	273522	279396	286309	294185	302681	311265	319604	327489	335172	343448	353391	365730	380493	397231.0	415592.0	435018.0	454914.0	475505.0	496398.0	515704.0	530957.0	540542.0
122	Mali	5263727.0	5322269.0	5381367.0	5441618.0	5503750.0	5568495.0	5635864.0	5706192.0	5780836.0	5861417.0	5949042.0	6044524.0	6147464.0	6256191.0	6368346.0	6482282.0	6596721.0	6712267.0	6831090.0	6956409.0	7090124.0	7234725.0	7388670.0	7545163.0	7694857.0	7831888.0	7952863.0	8062216.0	8171525.0	8296919.0	8449915	8635528	8850334.0	9087173.0	9334893.0	9585660	9837575	10094363	10360564	10642937	10946448	11271603	11616890	11982692	12369078	12775509	13203378	13651455	14113578	14581427	15049352	15514593	15979492.0	16449854.0	16934213.0	17438772.0	17965448.0	18512429.0	19077755.0	19658023.0	20250834.0
123	Malta	326550.0	325250.0	323900.0	322550.0	321250.0	318800.0	315200.0	311550.0	307900.0	304300.0	302650.0	302700.0	302450.0	302200.0	301996.0	304222.0	305774.0	306970.0	310182.0	313342.0	316645.0	318982.0	325898.0	330524.0	330593.0	336452.0	342121.0	344485.0	347325.0	350722.0	354170	363845	367618.0	371308.0	374797.0	377419	379905	382791	385287	387578	390087	393028	395969	398582	401268	403834	405308	406724	409379	412477	414508	416268	420028.0	425967.0	434558.0	445053.0	455356.0	467999.0	484630.0	504062.0	525285.0
124	Marshall Islands	14674.0	15056.0	15547.0	16111.0	16710.0	17282.0	17834.0	18383.0	18966.0	19617.0	20394.0	21305.0	22335.0	23440.0	24530.0	25579.0	26548.0	27479.0	28400.0	29417.0	30574.0	31883.0	33330.0	34881.0	36564.0	38331.0	40212.0	42168.0	44092.0	45827.0	47265	48403	49242.0	49828.0	50214.0	50454	50523	50453	50356	50418	50754	51411	52368	53465	54476	55257	55765	56046	56166	56255	56361	56524	56712.0	56933.0	57183.0	57444.0	57723.0	58053.0	58412.0	58791.0	59194.0
125	Mauritania	850377.0	875586.0	901690.0	928742.0	956794.0	985907.0	1016093.0	1047345.0	1079580.0	1112749.0	1146776.0	1181659.0	1217443.0	1254156.0	1291857.0	1330594.0	1370364.0	1411139.0	1453028.0	1496174.0	1540644.0	1586496.0	1633655.0	1681859.0	1730737.0	1780033.0	1829678.0	1879756.0	1930427.0	1981902.0	2034347	2087914	2142645.0	2198538.0	2255520.0	2313630	2372900	2433567	2496217	2561584	2630217	2702405	2778097	2857150	2939246	3024198	3111908	3202512	3296237	3393408	3494200	3598646	3706555.0	3817497.0	3930894.0	4046304.0	4163532.0	4282582.0	4403312.0	4525698.0	4649660.0
